PARTY_ID,ymon,Asset_Total_Bal,Ttl_asset,Ttl_asset_mavg6,Ttl_eqty_mavg6,Ttl_eqty_trnd_3_6,acct_M_sum,acct_bal_r,bkse_M_sum,bond_M_sum,chrem_M_sum,fix_bal_r,fund_M_sum,gini,gold_M_sum,insure_M_sum,liq_r,max_prod_type,pcntcm_acct_bal_mavg6,pcntcm_bondttl_bal_mavg6,pcntcm_chrem_bal_mavg6,pcntcm_dpsit_bal_mavg6,pcntcm_fund_bal_mavg6,pcntcm_gold_bal_mavg6,pcntcm_insure_bal_mavg6,pcntcm_trdpty_bal_mavg6,risktk_r,trans_bal_r,ttl_F_mavg6,ttl_F_trnd_3_6,ttl_M_mavg6,ttl_M_trnd_3_6
 20000006578633,201704.0,2293133.56,2293151.2,2297547.3467,2297253.0067,0.996834113,0.0,0.6432839685,0.0,0.0,0.0,0.3567160315,0.0,0.3041375637,0.0,,0.0096574295,Fund_Mix_Bal,0.0062122989,0.0,0.7501635971,0.2436241039,0.0,0.0,0.0,0.0,0.6455077167,0.0034449599,0.3333333333,0.0,14166.666667,0.0
 20000006633365,201704.0,3070609.62,3070609.62,3040196.5233,2990363.5267,1.0133160076,0.0,0.0693334135,0.0,0.0,0.0,0.9306665865,0.0,0.5857812027,0.0,,0.1878325866,Time_Dpsit_Bal,0.9173922213,0.0,0.0,0.0,0.0826077787,0.0,0.0,0.0,0.0840211012,0.1748095122,0.1666666667,0.0,7003.5083333,0.0
 20000006673604,201704.0,6000.09,36364.74,102343.94833,56254.853333,0.4123543474,0.0,0.1420775456,0.0,0.0,0.0,0.8579224544,0.0,0.3681251601,0.0,,1.0,Bank_Card_Od_Bal,0.8709712217,0.0,0.0,0.0,0.1289607249,0.0,6.80534e-05,0.0,1.0,0.8579224544,0.1666666667,0.0,2500.0,0.0
 20000006702823,201704.0,301251.44,215116.64,231741.81333,231294.36333,0.898550129,0.0,0.9236936476,0.0,99398.0,0.0,0.0763063524,0.0,0.7588151513,0.0,,0.1954820221,Fund_Mix_Bal,0.6363576982,0.0,0.2840949038,0.0,0.0795473981,0.0,0.0,0.0,0.9376805788,0.0149165201,0.5,1.3333333333,21232.666667,1.5604257591
 20000006739814,201704.0,1297733.04,1120854.62,1064861.9833,1064461.9833,1.0403604206,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3750436651,0.0,,0.1699797712,Insure_Invest_bal,0.2515780938,0.0,0.4352746651,0.3131472411,0.0,0.0,0.0,0.0,0.0,0.1699797712,1.0,0.0,251166.66667,0.0
 20000006740632,201704.0,831848.18,831824.53,832786.06667,827160.11333,1.0046723239,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5556698687,0.0,,0.0076794435,Chrem_oth_bal,0.274626532,0.0,0.60447789,0.120895578,0.0,0.0,0.0,0.0,0.0,0.0076794435,0.5,2.0,200000.0,2.0
 20000006774275,201704.0,686756.57,686756.57,648941.06667,648941.06667,1.0337288409,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5105329434,0.0,,3.86891e-05,Time_Dpsit_Bal,0.6635544512,0.0,0.0,0.0513657326,0.0,0.2850798162,0.0,0.0,0.0,3.86891e-05,0.3333333333,0.0,29500.0,0.0
 20000006783776,201704.0,888414.2,1058450.87,961278.13667,936418.78333,1.1044440996,0.0,0.017638224,0.0,0.0,0.0,0.982361776,0.0,0.3550462561,0.0,,0.4959667613,Curr_Dpsit_Bal,0.5417330533,0.0,0.2135796543,0.2349376197,0.0097496727,0.0,0.0,0.0,0.0343971728,0.4872187885,2.0,1.0,100000.0,1.1666666667
 20000006787987,201704.0,389405.91,389405.91,182772.25,182318.47167,1.2661145516,0.0,0.7561922982,0.0,0.0,0.0,0.2438077018,0.0,0.6312689873,0.0,,1.0,Trdpty_Presv_Mgmt_Acct_Bal,0.3767738129,0.0,0.0,0.0,0.38145602,0.0,0.0,0.2417701671,1.0,0.2438077018,0.1666666667,2.0,3333.3333333,2.0
 20000006801988,201704.0,152159.97,153602.24,179344.475,170125.85,0.9573512393,0.0,0.0164486883,0.0,0.0,0.0,0.9835513117,0.0,0.5257444475,0.0,,0.3286025325,Chrem_oth_bal,0.2016341726,0.0,0.7837335322,0.0,0.0146322952,0.0,0.0,0.0,0.0243035259,0.3231974519,1.3333333333,1.0,41666.666667,0.8
 20000006826659,201704.0,244392.9,359667.47,286258.02333,278710.25167,1.1234576463,0.0,0.6910722811,0.0,0.0,0.0,0.3089277189,0.0,0.3039422162,0.0,,0.060082709,Fund_Mix_Bal,0.0687011552,0.0,0.0,0.9312988448,0.0,0.0,0.0,0.0,0.7041420118,0.0185612142,0.3333333333,1.0,39666.666667,0.8403361345
 20000006856847,201704.0,429554.39,429554.39,880582.12167,845973.79,0.4623883718,0.0,0.113456444,0.0,0.0,0.0,0.886543556,0.0,0.6590817231,0.0,,1.0,Curr_Dpsit_Bal,0.3191353698,0.0,0.6304371833,0.0,0.0144495887,0.0,0.0,0.0359778581,1.0,0.886543556,0.5,0.0,91.0,0.0
