var_name,split_list,sub_total_sample_num,positive_sample_num,negative_sample_num,sub_total_num_percentage,positive_rate_in_sub_total,woe_list,iv_list,iv
consume_num_session3,"(4.0,5.0]",395,97.0,298.0,0.05266666666666667,0.24556962025316456,0.27226681594461705,0.004224681139946326,0.24693118611822262
consume_num_session3,"(5.0,40.0]",3599,816.0,2783.0,0.47986666666666666,0.22672964712420116,0.1677783086445304,0.014192282085890498,0.24693118611822262
consume_num_session3,"(40.0,72.15999999999985]",495,106.0,389.0,0.066,0.21414141414141413,0.09450906540977509,0.000606325980847262,0.24693118611822262
consume_num_session3,"(72.15999999999985,+INF)",488,84.0,404.0,0.06506666666666666,0.1721311475409836,-0.17594850757732783,0.0019082334283112756,0.24693118611822262
consume_num_session,"(-INF,0.0]",997,38.0,959.0,0.13293333333333332,0.03811434302908726,-1.8336537592671005,0.24582692367323286,0.275116559269735
consume_num_session,"(0.0,1.0]",1509,314.0,1195.0,0.2012,0.20808482438701126,0.058140384921672734,0.0006920468021144923,0.275116559269735
consume_num_session,"(1.0,2.0]",967,229.0,738.0,0.12893333333333334,0.23681489141675285,0.22442710872329721,0.00693389648254339,0.275116559269735
consume_num_session,"(2.0,3.0]",693,147.0,546.0,0.0924,0.21212121212121213,0.08246273674529081,0.0006439665941278185,0.275116559269735
consume_num_session,"(3.0,4.0]",499,114.0,385.0,0.06653333333333333,0.22845691382765532,0.17760436014883152,0.0022112128991015,0.275116559269735
consume_num_session,"(4.0,5.0]",376,84.0,292.0,0.050133333333333335,0.22340425531914893,0.1487124731745676,0.001158499742788386,0.275116559269735
consume_num_session,"(5.0,8.0]",704,164.0,540.0,0.09386666666666667,0.23295454545454544,0.20294634142637058,0.004102948931152382,0.275116559269735
consume_num_session,"(8.0,34.0]",1367,331.0,1036.0,0.18226666666666666,0.2421360643745428,0.25364478673704904,0.012623478403169686,0.275116559269735
consume_num_session,"(34.0,+INF)",388,69.0,319.0,0.05173333333333333,0.17783505154639176,-0.13643483380309912,0.000923585741504537,0.275116559269735
